StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q5,1_Q9,1_Q10,1_Q11_1,1_Q11_2,2_Q9,2_Q10,2_Q11_1,2_Q11_2,3_Q9,3_Q10,3_Q11_1,3_Q11_2,4_Q9,4_Q10,4_Q11_1,4_Q11_2,5_Q9,5_Q10,5_Q11_1,5_Q11_2,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q20_10_TEXT,Q21,Q22,Q23,Q24,Q25,Q26,Q28,IP_block,IP_country,choice1_popsize1,choice1_popsize2,choice1__racethndemo1,choice1__racethndemo2,choice1_politics1,choice1_politics2,choice1_housingprice1,choice1_housingprice2,choice1_weather1,choice1_weather2,choice1_distfamily1,choice1_distfamily2,choice1_crime1,choice1_crime2,choice2_popsize1,choice2_popsize2,choice2__racethndemo1,choice2__racethndemo2,choice2_politics1,choice2_politics2,choice2_housingprice1,choice2_housingprice2,choice2_weather1,choice2_weather2,choice2_distfamily1,choice2_distfamily2,choice2_crime1,choice2_crime2,choice3_popsize1,choice3_popsize2,choice3__racethndemo1,choice3__racethndemo2,choice3_politics1,choice3_politics2,choice3_housingprice1,choice3_housingprice2,choice3_weather1,choice3_weather2,choice3_distfamily1,choice3_distfamily2,choice3_crime1,choice3_crime2,choice4_popsize1,choice4_popsize2,choice4__racethndemo1,choice4__racethndemo2,choice4_politics1,choice4_politics2,choice4_housingprice1,choice4_housingprice2,choice4_weather1,choice4_weather2,choice4_distfamily1,choice4_distfamily2,choice4_crime1,choice4_crime2,choice5_popsize1,choice5_popsize2,choice5__racethndemo1,choice5__racethndemo2,choice5_politics1,choice5_politics2,choice5_housingprice1,choice5_housingprice2,choice5_weather1,choice5_weather2,choice5_distfamily1,choice5_distfamily2,choice5_crime1,choice5_crime2,Random_ID
2022-01-03 19:34:09,2022-01-03 19:40:29,IP Address,35.132.138.74,100,379,True,2022-01-03 19:40:29,R_1IbVFDfHIcbNLsI,,,,,42.1920928955078125,-121.723297119140625,anonymous,EN,I wish to participate,,City 2,City 1,7,8,City 2,City 1,8,8,City 2,City 1,7,7,City 1,City 2,8,7,City 1,City 2,8,7,11,lobster,Very Interested,Male,44,Average,White,In a relationship,Some college but no degree,,"$30,000-$39,999",Positive,Somewhat Positive,Negative,Lean Democrat,Very Liberal,"Population, weather, housing availability and pricing, crime rates, outdoor recreation",0,United States,"500,000","50,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,above national average,national average,Rainy,Rainy,6-9.9 hour drive,6-9.9 hour drive,above national average,above national average,"100,000","50,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,above national average,below national average,Sunny,Sunny,0-2.9 hour drive,3-5.9 hour drive,below national average,national average,"1,000,000","500,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,below national average,national average,Rainy,Snowy,3-5.9 hour drive,10+ hour drive,above national average,national average,"100,000","1,000,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,above national average,national average,Snowy,Sunny,10+ hour drive,0-2.9 hour drive,above national average,above national average,"100,000","500,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,national average,above national average,Snowy,Rainy,10+ hour drive,0-2.9 hour drive,above national average,below national average,15656
2022-01-03 19:33:34,2022-01-03 19:42:31,IP Address,159.118.6.47,100,536,True,2022-01-03 19:42:32,R_3FXSdytUi8lGifQ,,,,,30.3990020751953125,-88.6405029296875,anonymous,EN,I wish to participate,,City 2,City 2,4,6,City 2,City 2,4,5,City 2,City 1,5,4,City 2,City 2,4,5,City 2,City 2,4,6,11,lobster,Somewhat Interested,Male,41,Average,Asian,In a relationship,Bachelor's degree,,"$50,000-$59,999",Neutral,Somewhat Positive,Somewhat Negative,Lean Democrat,Somewhat Liberal,"I like to factor everything in. The cost of living with probably the most important, followed with crime rate, nice weather is a plus. Demographics would also be a consideration.",0,United States,"1,000,000","100,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,national average,above national average,Cloudy,Sunny,3-5.9 hour drive,10+ hour drive,above national average,below national average,"100,000","100,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,below national average,below national average,Rainy,Sunny,3-5.9 hour drive,0-2.9 hour drive,national average,national average,"1,000,000","1,000,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,above national average,below national average,Sunny,Rainy,0-2.9 hour drive,3-5.9 hour drive,national average,below national average,"100,000","1,000,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,above national average,below national average,Rainy,Snowy,6-9.9 hour drive,6-9.9 hour drive,above national average,national average,"1,000,000","100,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,below national average,national average,Cloudy,Rainy,3-5.9 hour drive,3-5.9 hour drive,above national average,national average,60544
2022-01-03 21:42:40,2022-01-03 21:45:44,IP Address,137.103.59.166,100,184,True,2022-01-03 21:45:45,R_11io433jlTaHFH5,,,,,25.703399658203125,-80.29270172119140625,anonymous,EN,I wish to participate,,City 1,City 1,3,1,City 1,City 1,2,1,City 2,City 1,2,2,City 1,City 1,3,2,City 1,City 1,4,2,11,lobster,Not At All Interested,Male,29,Average,White,Prefer not to say,Less than high school diploma,,Prefer not to say,Neutral,Neutral,Neutral,Independent/Other,Moderate,"Lower population, higher female:male ratio.",0,United States,"50,000","1,000,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,below national average,national average,Snowy,Snowy,3-5.9 hour drive,3-5.9 hour drive,below national average,national average,"100,000","1,000,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,above national average,national average,Snowy,Cloudy,0-2.9 hour drive,6-9.9 hour drive,national average,national average,"50,000","50,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,national average,national average,Cloudy,Rainy,10+ hour drive,3-5.9 hour drive,below national average,below national average,"500,000","500,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,below national average,national average,Rainy,Rainy,6-9.9 hour drive,0-2.9 hour drive,above national average,above national average,"50,000","500,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,below national average,below national average,Sunny,Snowy,3-5.9 hour drive,3-5.9 hour drive,above national average,below national average,29357
2022-01-03 22:11:59,2022-01-03 22:19:58,IP Address,50.96.209.64,100,478,True,2022-01-03 22:19:58,R_1OD0LhgKaLVZMPz,,,,,37.8867950439453125,-84.56670379638671875,anonymous,EN,I wish to participate,,City 2,City 2,4,7,City 2,City 2,4,7,City 2,City 2,5,6,City 1,City 1,4,4,City 1,City 1,6,5,11,lobster,Very Interested,Male,44,Somewhat Above Average,White,Been single for under 2 years,Bachelor's degree,,"$30,000-$39,999",Somewhat Negative,Very Negative,Positive,Strong Republican,Conservative,Taxation rates and the decency of the individuals that live there. There are very few cities in the northern US that are worth a shit. Almost all of the decent folks with values in our country live in the South.,0,United States,"1,000,000","500,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,above national average,national average,Snowy,Sunny,0-2.9 hour drive,3-5.9 hour drive,national average,below national average,"50,000","50,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,national average,national average,Rainy,Sunny,3-5.9 hour drive,10+ hour drive,national average,national average,"100,000","100,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,below national average,national average,Snowy,Rainy,6-9.9 hour drive,10+ hour drive,national average,below national average,"50,000","1,000,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,national average,national average,Cloudy,Cloudy,10+ hour drive,3-5.9 hour drive,above national average,below national average,"100,000","1,000,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,national average,above national average,Snowy,Sunny,6-9.9 hour drive,10+ hour drive,above national average,below national average,40823
2022-01-04 03:38:06,2022-01-04 03:45:57,IP Address,98.25.133.145,100,471,True,2022-01-04 03:45:58,R_2CjNRvcZPhcqutW,,,,,32.975799560546875,-80.18689727783203125,anonymous,EN,I wish to participate,,City 2,City 2,4,6,City 2,City 2,3,7,City 2,City 2,3,7,City 1,City 2,4,6,City 2,City 2,3,7,11,lobster,Not Very Interested,Male,43,Somewhat Below Average,White,Been single for under 2 years,High school diploma or equivalent,,"$0-$9,999",Positive,Somewhat Positive,Very Negative,Independent/Other,Conservative,I like alot of diffrent people and cultures. a low crime rate because im to old to  be messing around with gangs and such. somewhere were there is alot of diffrent food and activities to do,0,United States,"50,000","50,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,below national average,above national average,Rainy,Sunny,10+ hour drive,3-5.9 hour drive,above national average,below national average,"500,000","50,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,above national average,below national average,Snowy,Sunny,10+ hour drive,3-5.9 hour drive,below national average,below national average,"100,000","50,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,below national average,national average,Sunny,Cloudy,10+ hour drive,0-2.9 hour drive,below national average,below national average,"100,000","100,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,national average,national average,Snowy,Sunny,6-9.9 hour drive,10+ hour drive,above national average,national average,"1,000,000","1,000,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,above national average,above national average,Cloudy,Rainy,3-5.9 hour drive,3-5.9 hour drive,above national average,above national average,25038
2022-01-04 07:06:33,2022-01-04 07:14:28,IP Address,70.185.96.81,100,474,True,2022-01-04 07:14:28,R_8GruLac57A3RsnD,,,,,29.613800048828125,-82.3860015869140625,anonymous,EN,I wish to participate,,City 1,City 1,3,3,City 2,City 2,3,3,City 1,City 1,3,3,City 1,City 1,3,2,City 1,City 1,3,2,11,lobster,Somewhat Interested,Male,60,Below Average,White,Been single for more than 2 years,Bachelor's degree,,"$20,000-$29,999",Somewhat Negative,Somewhat Positive,Negative,Strong Democrat,Liberal,"I would like it to have a library, and supermarket with a good organic selection at reasonable prices, a hospital, a white majority, and a three hour drive or less from family, and affordable home proces",0,United States,"1,000,000","1,000,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,below national average,above national average,Cloudy,Snowy,0-2.9 hour drive,6-9.9 hour drive,below national average,above national average,"50,000","100,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,above national average,below national average,Snowy,Snowy,3-5.9 hour drive,3-5.9 hour drive,above national average,above national average,"1,000,000","500,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,above national average,above national average,Cloudy,Snowy,3-5.9 hour drive,6-9.9 hour drive,national average,below national average,"500,000","50,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,below national average,below national average,Rainy,Sunny,6-9.9 hour drive,10+ hour drive,national average,above national average,"1,000,000","1,000,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,national average,above national average,Rainy,Cloudy,10+ hour drive,10+ hour drive,above national average,above national average,80692
2022-01-04 09:16:00,2022-01-04 09:22:18,IP Address,173.90.75.108,100,378,True,2022-01-04 09:22:19,R_29nTovSAgNUdZUq,,,,,40.9665985107421875,-81.4185028076171875,anonymous,EN,I wish to participate,,City 2,City 1,4,6,City 1,City 1,5,5,City 2,City 2,3,6,City 2,City 1,6,4,City 2,City 2,5,5,11,lobster,Somewhat Interested,Male,44,Somewhat Below Average,White,Been single for under 2 years,Bachelor's degree,,"$20,000-$29,999",Neutral,Somewhat Positive,Negative,Strong Democrat,Liberal,"Weather is probably most important, followed closely by the cost of living. Green spaces are also important to me. I would prefer to be surrounded by people who share my ideology, but it isn't essential. ",0,United States,"1,000,000","100,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Cloudy,Sunny,6-9.9 hour drive,6-9.9 hour drive,below national average,below national average,"1,000,000","500,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,below national average,national average,Cloudy,Snowy,3-5.9 hour drive,3-5.9 hour drive,above national average,above national average,"50,000","1,000,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,national average,above national average,Cloudy,Sunny,6-9.9 hour drive,6-9.9 hour drive,above national average,above national average,"500,000","100,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,above national average,national average,Cloudy,Cloudy,10+ hour drive,10+ hour drive,above national average,above national average,"500,000","100,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,above national average,national average,Rainy,Cloudy,0-2.9 hour drive,0-2.9 hour drive,below national average,below national average,30726
2022-01-04 09:34:03,2022-01-04 09:37:31,IP Address,100.7.47.175,100,208,True,2022-01-04 09:37:32,R_2sYMdCsE0V9dBvl,,,,,37.510894775390625,-77.6428985595703125,anonymous,EN,I wish to participate,,City 1,City 2,4,5,City 1,City 1,5,4,City 1,City 1,6,4,City 2,City 2,3,7,City 2,City 2,4,4,11,lobster,Very Interested,Male,54,Somewhat Above Average,White,Been single for more than 2 years,Some college but no degree,,"$30,000-$39,999",Somewhat Positive,Positive,Somewhat Negative,Strong Democrat,Liberal,"Low crime, low taxes, high walkability. low air pollution, access to parks",0,United States,"1,000,000","500,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,national average,national average,Rainy,Sunny,6-9.9 hour drive,10+ hour drive,below national average,above national average,"100,000","50,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,below national average,national average,Snowy,Rainy,3-5.9 hour drive,6-9.9 hour drive,above national average,below national average,"1,000,000","500,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,above national average,national average,Rainy,Snowy,10+ hour drive,10+ hour drive,below national average,national average,"500,000","500,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Sunny,Sunny,10+ hour drive,0-2.9 hour drive,below national average,above national average,"100,000","50,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,national average,national average,Rainy,Rainy,3-5.9 hour drive,6-9.9 hour drive,national average,below national average,94696
2022-01-04 14:03:01,2022-01-04 14:03:18,IP Address,194.49.79.194,100,17,True,2022-01-04 14:03:19,R_3eqwU8qc3jOjHup,,,,,39.01800537109375,-77.53900146484375,anonymous,EN,I wish to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04 14:01:02,2022-01-04 14:06:10,IP Address,98.148.82.44,100,307,True,2022-01-04 14:06:10,R_2VQu9kTclf0oaBi,,,,,34.113006591796875,-118.1887969970703125,anonymous,EN,I wish to participate,,City 1,City 1,3,1,City 2,City 2,1,4,City 1,City 1,3,0,City 2,City 2,0,1,City 2,City 2,1,3,11,lobster,Very Interested,Female,25,Somewhat Above Average,White,In a relationship,Bachelor's degree,,"$20,000-$29,999",Somewhat Negative,Somewhat Positive,Very Negative,Strong Democrat,Very Liberal,Housing prices and mostly democratic,0,United States,"500,000","500,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,national average,above national average,Cloudy,Sunny,0-2.9 hour drive,10+ hour drive,below national average,national average,"1,000,000","500,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,national average,below national average,Cloudy,Sunny,6-9.9 hour drive,3-5.9 hour drive,below national average,above national average,"50,000","100,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,national average,national average,Sunny,Cloudy,3-5.9 hour drive,10+ hour drive,below national average,above national average,"100,000","1,000,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Sunny,Sunny,0-2.9 hour drive,0-2.9 hour drive,national average,below national average,"50,000","50,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,above national average,below national average,Cloudy,Rainy,10+ hour drive,6-9.9 hour drive,below national average,below national average,79952
2022-01-04 14:01:40,2022-01-04 14:06:14,IP Address,98.216.225.21,100,273,True,2022-01-04 14:06:15,R_23f0PZxZeloIAj5,,,,,42.05810546875,-70.80770111083984375,anonymous,EN,I wish to participate,,City 1,City 1,8,6,City 2,City 2,6,8,City 2,City 2,6,8,City 2,City 2,5,8,City 2,City 2,5,8,11,lobster,Somewhat Interested,Female,34,Above Average,White,Been single for more than 2 years,Bachelor's degree,,"$20,000-$29,999",Neutral,Positive,Negative,Strong Democrat,Very Liberal,"Safety, population, house prices, weather.",0,United States,"100,000","50,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,below national average,above national average,Snowy,Cloudy,3-5.9 hour drive,10+ hour drive,national average,below national average,"1,000,000","50,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,above national average,below national average,Sunny,Sunny,3-5.9 hour drive,0-2.9 hour drive,below national average,below national average,"50,000","1,000,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,below national average,below national average,Snowy,Cloudy,0-2.9 hour drive,0-2.9 hour drive,below national average,below national average,"100,000","1,000,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,above national average,below national average,Rainy,Sunny,10+ hour drive,0-2.9 hour drive,above national average,below national average,"500,000","1,000,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,below national average,below national average,Cloudy,Cloudy,10+ hour drive,0-2.9 hour drive,above national average,above national average,51519
