StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q5,1_Q9,2_Q9,3_Q9,4_Q9,5_Q9,6_Q9,7_Q9,8_Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q18_11_TEXT,Q19,Q20,Q21,Q22,Q23,Q24,Q26,IP_block,IP_country,choice1_salary1,choice1_salary2,choice1_race1,choice1_race2,choice1_party1,choice1_party2,choice1_personality1,choice1_personality2,choice1_attractive1,choice1_attractive2,choice1_education1,choice1_education2,choice1_interestpoli1,choice1_interestpoli2,choice1_religiosity1,choice1_religiosity2,choice2_salary1,choice2_salary2,choice2_race1,choice2_race2,choice2_party1,choice2_party2,choice2_personality1,choice2_personality2,choice2_attractive1,choice2_attractive2,choice2_education1,choice2_education2,choice2_interestpoli1,choice2_interestpoli2,choice2_religiosity1,choice2_religiosity2,choice3_salary1,choice3_salary2,choice3_race1,choice3_race2,choice3_party1,choice3_party2,choice3_personality1,choice3_personality2,choice3_attractive1,choice3_attractive2,choice3_education1,choice3_education2,choice3_interestpoli1,choice3_interestpoli2,choice3_religiosity1,choice3_religiosity2,choice4_salary1,choice4_salary2,choice4_race1,choice4_race2,choice4_party1,choice4_party2,choice4_personality1,choice4_personality2,choice4_attractive1,choice4_attractive2,choice4_education1,choice4_education2,choice4_interestpoli1,choice4_interestpoli2,choice4_religiosity1,choice4_religiosity2,choice5_salary1,choice5_salary2,choice5_race1,choice5_race2,choice5_party1,choice5_party2,choice5_personality1,choice5_personality2,choice5_attractive1,choice5_attractive2,choice5_education1,choice5_education2,choice5_interestpoli1,choice5_interestpoli2,choice5_religiosity1,choice5_religiosity2,choice6_salary1,choice6_salary2,choice6_race1,choice6_race2,choice6_party1,choice6_party2,choice6_personality1,choice6_personality2,choice6_attractive1,choice6_attractive2,choice6_education1,choice6_education2,choice6_interestpoli1,choice6_interestpoli2,choice6_religiosity1,choice6_religiosity2,choice7_salary1,choice7_salary2,choice7_race1,choice7_race2,choice7_party1,choice7_party2,choice7_personality1,choice7_personality2,choice7_attractive1,choice7_attractive2,choice7_education1,choice7_education2,choice7_interestpoli1,choice7_interestpoli2,choice7_religiosity1,choice7_religiosity2,choice8_salary1,choice8_salary2,choice8_race1,choice8_race2,choice8_party1,choice8_party2,choice8_personality1,choice8_personality2,choice8_attractive1,choice8_attractive2,choice8_education1,choice8_education2,choice8_interestpoli1,choice8_interestpoli2,choice8_religiosity1,choice8_religiosity2,Random_ID
2022-01-04 14:11:47,2022-01-04 14:16:39,IP Address,74.74.203.104,100,291,True,2022-01-04 14:16:39,R_10IzC6X6oHEl8D8,,,,,42.6233978271484375,-73.1154022216796875,anonymous,EN,1,I wish to participate,,Person 1,Person 1,Person 2,Person 2,Person 1,Person 1,Person 2,Person 2,9,Not At All Interested,tardigrade,Female,54,White,Married,Not Religious,Master’s degree,,"$40,000-$49,999",Neutral,Neutral,Neutral,Lean Democrat,Moderate,"Someone who is personable, reasonably attractive and employed making a decent salary.",0,United States,"$75,000","$100,000",Hispanic,Black,Independent,Republican,out-going,out-going,10/10,10/10,Bachelor's College Degree,Some College,low,high,very religious,non-religious,"$50,000","$25,000",White,White,Independent,Democrat,out-going,out-going,10/10,8/10,Some College,Bachelor's College Degree,medium,low,somewhat religious,non-religious,"$50,000","$50,000",Black,White,Democrat,Independent,shy,shy,10/10,8/10,Some College,Some College,low,low,non-religious,somewhat religious,"$100,000","$100,000",White,Asian,Republican,Republican,out-going,out-going,6/10,6/10,Vocational Training,Graduate Degree,low,medium,non-religious,somewhat religious,"$75,000","$75,000",White,Hispanic,Independent,Democrat,shy,out-going,10/10,4/10,Vocational Training,Vocational Training,high,medium,non-religious,non-religious,"$75,000","$50,000",Black,White,Democrat,Independent,out-going,out-going,6/10,10/10,Bachelor's College Degree,Some College,medium,medium,very religious,somewhat religious,"$25,000","$75,000",Black,Asian,Independent,Independent,shy,shy,8/10,6/10,Graduate Degree,Bachelor's College Degree,medium,low,somewhat religious,non-religious,"$25,000","$100,000",White,Asian,Republican,Democrat,out-going,out-going,4/10,10/10,Some College,Some College,medium,low,non-religious,somewhat religious,18094
2022-01-04 14:06:08,2022-01-04 14:16:52,IP Address,71.8.122.152,100,644,True,2022-01-04 14:16:53,R_3KAXa7HEb01CSYH,,,,,32.750701904296875,-97.209503173828125,anonymous,EN,,I wish to participate,,Person 1,Person 1,Person 2,Person 1,Person 2,Person 1,Person 1,Person 1,9,Somewhat Interested,tardigrade,Male,53,White,Married,Very Religious,Bachelor’s degree,,"$100,000+",Neutral,Somewhat Positive,Somewhat Positive,Lean Democrat,Somewhat Conservative,,0,United States,"$100,000","$75,000",Hispanic,Asian,Democrat,Republican,shy,out-going,4/10,6/10,Bachelor's College Degree,Vocational Training,medium,high,very religious,non-religious,"$25,000","$25,000",Asian,Hispanic,Democrat,Democrat,out-going,shy,10/10,4/10,Bachelor's College Degree,Some College,medium,low,somewhat religious,very religious,"$25,000","$100,000",Hispanic,Black,Republican,Independent,shy,out-going,4/10,6/10,Vocational Training,Some College,medium,low,non-religious,very religious,"$50,000","$50,000",Asian,Black,Republican,Democrat,shy,out-going,8/10,10/10,Vocational Training,Vocational Training,high,low,very religious,non-religious,"$75,000","$75,000",Asian,Hispanic,Independent,Republican,shy,shy,6/10,8/10,Some College,Bachelor's College Degree,medium,medium,somewhat religious,very religious,"$75,000","$25,000",Hispanic,Hispanic,Republican,Republican,out-going,out-going,8/10,6/10,Bachelor's College Degree,Vocational Training,medium,high,very religious,very religious,"$100,000","$100,000",White,Asian,Democrat,Democrat,shy,shy,6/10,4/10,Vocational Training,Bachelor's College Degree,medium,high,very religious,somewhat religious,"$50,000","$50,000",White,Asian,Democrat,Independent,shy,shy,6/10,4/10,Graduate Degree,Graduate Degree,high,low,somewhat religious,very religious,49210
2022-01-04 14:12:24,2022-01-04 14:16:53,IP Address,70.186.124.20,100,268,True,2022-01-04 14:16:53,R_1rMT9XS8ndGttMd,,,,,29.93170166015625,-90.10260009765625,anonymous,EN,1,I wish to participate,,Person 2,Person 2,Person 1,Person 2,Person 2,Person 1,Person 1,Person 2,9,Somewhat Interested,tardigrade,Female,37,White,Married,Not Religious,Bachelor’s degree,,"$30,000-$39,999",Negative,Positive,Very Negative,Strong Democrat,Very Liberal,"Similar political and religious view are very important in a long term partner. I would never be in a long term relationship with a conservative, a republican, or a very religious person. Our morals, values, ethics, and intelligence don't match.",0,United States,"$25,000","$100,000",Black,Black,Republican,Independent,out-going,shy,10/10,4/10,Bachelor's College Degree,Vocational Training,medium,medium,non-religious,somewhat religious,"$75,000","$25,000",Hispanic,Black,Independent,Democrat,shy,shy,6/10,4/10,Vocational Training,Vocational Training,high,low,very religious,somewhat religious,"$25,000","$50,000",Asian,Hispanic,Independent,Democrat,shy,out-going,10/10,10/10,Bachelor's College Degree,Vocational Training,high,high,somewhat religious,somewhat religious,"$75,000","$75,000",Hispanic,Black,Democrat,Democrat,out-going,shy,10/10,8/10,Some College,Vocational Training,medium,medium,very religious,somewhat religious,"$25,000","$50,000",White,Hispanic,Republican,Republican,shy,shy,6/10,6/10,Graduate Degree,Some College,medium,low,non-religious,non-religious,"$100,000","$100,000",White,White,Democrat,Independent,out-going,out-going,8/10,6/10,Bachelor's College Degree,Graduate Degree,medium,medium,non-religious,very religious,"$100,000","$50,000",Black,Black,Independent,Independent,out-going,out-going,10/10,4/10,Vocational Training,Some College,high,low,very religious,very religious,"$100,000","$100,000",Hispanic,Asian,Republican,Democrat,out-going,shy,10/10,6/10,Vocational Training,Graduate Degree,medium,low,very religious,very religious,41582
2022-01-04 14:09:48,2022-01-04 14:17:50,IP Address,208.195.18.156,100,481,True,2022-01-04 14:17:50,R_2TTZeCquLwQTf0H,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,I wish to participate,,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,9,Very Interested,tardigrade,Male,55,White,Been single for under 2 years,Prefer not to say,Bachelor’s degree,,"$50,000-$59,999",Very Positive,Very Positive,Very Positive,Strong Democrat,Very Liberal,"Important qualities seen in good romantic relationships may include but aren't limited to love, mutual respect, compassion, understanding, honesty, transparency, unconditional acceptance, trust, commitment, communication, affection, and appreciation.
",0,United States,"$25,000","$50,000",White,Asian,Democrat,Democrat,shy,out-going,8/10,6/10,Vocational Training,Graduate Degree,low,medium,somewhat religious,somewhat religious,"$25,000","$100,000",Hispanic,White,Independent,Republican,out-going,shy,6/10,8/10,Bachelor's College Degree,Bachelor's College Degree,low,high,non-religious,very religious,"$100,000","$50,000",Asian,White,Republican,Democrat,out-going,shy,6/10,6/10,Bachelor's College Degree,Bachelor's College Degree,medium,low,very religious,non-religious,"$100,000","$50,000",Black,Asian,Independent,Republican,shy,out-going,4/10,6/10,Vocational Training,Vocational Training,medium,low,somewhat religious,non-religious,"$100,000","$50,000",White,Asian,Republican,Democrat,shy,shy,8/10,6/10,Vocational Training,Bachelor's College Degree,high,low,somewhat religious,somewhat religious,"$50,000","$25,000",Asian,White,Independent,Independent,out-going,shy,4/10,4/10,Vocational Training,Vocational Training,high,high,very religious,non-religious,"$100,000","$100,000",White,Asian,Democrat,Republican,shy,shy,6/10,8/10,Bachelor's College Degree,Graduate Degree,low,medium,very religious,very religious,"$75,000","$50,000",Asian,Black,Independent,Republican,out-going,out-going,6/10,8/10,Graduate Degree,Some College,high,high,non-religious,non-religious,98959
2022-01-04 14:13:46,2022-01-04 14:17:52,IP Address,170.39.186.98,100,245,True,2022-01-04 14:17:52,R_A5PiMsk5Chq6ADv,,,,,39.01800537109375,-77.53900146484375,anonymous,EN,1,I wish to participate,,Person 2,Person 1,Person 1,Person 2,Person 2,Person 1,Person 2,Person 1,9,Not Very Interested,hamster,Male,26,White,Been single for under 2 years,Not Religious,Bachelor’s degree,,"$50,000-$59,999",Somewhat Negative,Neutral,Neutral,Lean Democrat,Moderate,"When people are asked to list the most important qualities in a potential partner, kindness, physical attractiveness, an exciting personality, and income/earning potential tend to top the list.",0,United States,"$25,000","$25,000",Asian,White,Democrat,Republican,shy,out-going,10/10,8/10,Vocational Training,Graduate Degree,medium,high,non-religious,somewhat religious,"$75,000","$75,000",White,White,Independent,Independent,out-going,out-going,6/10,4/10,Bachelor's College Degree,Vocational Training,medium,medium,very religious,non-religious,"$50,000","$100,000",Asian,Hispanic,Independent,Democrat,shy,shy,6/10,10/10,Vocational Training,Bachelor's College Degree,high,medium,somewhat religious,somewhat religious,"$75,000","$75,000",White,Black,Independent,Democrat,shy,out-going,10/10,8/10,Vocational Training,Vocational Training,high,medium,somewhat religious,somewhat religious,"$75,000","$100,000",Black,Black,Independent,Independent,out-going,out-going,8/10,10/10,Graduate Degree,Some College,high,high,very religious,non-religious,"$75,000","$75,000",Asian,Asian,Democrat,Independent,out-going,shy,6/10,10/10,Some College,Vocational Training,low,high,somewhat religious,somewhat religious,"$50,000","$50,000",Asian,White,Democrat,Republican,out-going,shy,8/10,6/10,Bachelor's College Degree,Graduate Degree,medium,medium,somewhat religious,somewhat religious,"$25,000","$75,000",Black,Hispanic,Independent,Republican,out-going,out-going,6/10,4/10,Bachelor's College Degree,Bachelor's College Degree,low,medium,non-religious,non-religious,68273
2022-01-04 14:16:27,2022-01-04 14:18:23,IP Address,170.39.185.97,100,115,True,2022-01-04 14:18:23,R_6gugu2vuyzUnNbr,,,,,39.01800537109375,-77.53900146484375,anonymous,EN,0.89999997615814208984375,I wish to participate,,Person 2,Person 2,Person 1,Person 2,Person 2,Person 1,Person 2,Person 1,9,Not Very Interested,tardigrade,Male,25,White,Married,Somewhat Religious,Bachelor’s degree,,"$80,000-$99,999",Neutral,Neutral,Neutral,Independent/Other,Moderate,,0,United States,"$100,000","$25,000",Black,Hispanic,Republican,Independent,out-going,out-going,6/10,8/10,Bachelor's College Degree,Vocational Training,medium,high,very religious,non-religious,"$100,000","$50,000",White,Hispanic,Independent,Democrat,out-going,shy,8/10,10/10,Some College,Bachelor's College Degree,low,medium,very religious,somewhat religious,"$50,000","$75,000",Black,White,Republican,Democrat,shy,shy,6/10,10/10,Graduate Degree,Bachelor's College Degree,medium,high,very religious,somewhat religious,"$75,000","$50,000",Black,White,Independent,Independent,out-going,shy,4/10,8/10,Graduate Degree,Graduate Degree,low,medium,somewhat religious,non-religious,"$75,000","$75,000",Asian,Black,Democrat,Democrat,out-going,out-going,8/10,10/10,Some College,Vocational Training,low,medium,non-religious,non-religious,"$100,000","$100,000",Hispanic,White,Democrat,Independent,shy,shy,4/10,8/10,Some College,Vocational Training,high,high,non-religious,somewhat religious,"$50,000","$75,000",Asian,Hispanic,Republican,Independent,out-going,out-going,8/10,10/10,Some College,Graduate Degree,high,high,very religious,very religious,"$25,000","$100,000",Black,Hispanic,Democrat,Republican,shy,shy,8/10,10/10,Some College,Graduate Degree,low,high,somewhat religious,very religious,35052
2022-01-04 14:16:44,2022-01-04 14:19:15,IP Address,212.162.150.5,100,150,True,2022-01-04 14:19:15,R_zfpWthM2GcaTjdn,,,,,41.8777008056640625,-87.637603759765625,anonymous,EN,0.89999997615814208984375,I wish to participate,,Person 1,Person 1,Person 2,Person 2,Person 1,Person 1,Person 1,Person 2,9,Very Interested,tardigrade,Male,26,White,In a relationship,Not Religious,Bachelor’s degree,,"$50,000-$59,999",Very Positive,Somewhat Positive,Somewhat Negative,Strong Democrat,Very Liberal,"Long-term love relates to ludic relationships, whereas romantic love relates to storgic relationships. -Long-term love is characterized by outward expressions of affection, whereas romantic love is characterized by less tangible and materialistic gestures.",0,United States,"$50,000","$25,000",Asian,Hispanic,Republican,Republican,out-going,shy,8/10,8/10,Some College,Some College,medium,medium,somewhat religious,very religious,"$25,000","$25,000",Black,Asian,Democrat,Democrat,out-going,out-going,8/10,6/10,Bachelor's College Degree,Vocational Training,low,medium,somewhat religious,somewhat religious,"$75,000","$25,000",Asian,Black,Independent,Democrat,out-going,shy,8/10,4/10,Vocational Training,Some College,medium,high,very religious,non-religious,"$25,000","$75,000",Asian,White,Independent,Democrat,out-going,out-going,4/10,6/10,Graduate Degree,Bachelor's College Degree,medium,low,very religious,very religious,"$50,000","$100,000",Hispanic,White,Republican,Independent,out-going,shy,8/10,6/10,Bachelor's College Degree,Vocational Training,medium,high,very religious,somewhat religious,"$25,000","$100,000",Asian,Black,Republican,Democrat,shy,shy,10/10,4/10,Bachelor's College Degree,Some College,high,medium,non-religious,very religious,"$100,000","$75,000",Black,Black,Independent,Independent,shy,shy,8/10,8/10,Vocational Training,Graduate Degree,medium,medium,somewhat religious,very religious,"$75,000","$50,000",White,Black,Independent,Independent,shy,shy,8/10,6/10,Graduate Degree,Some College,high,high,very religious,non-religious,66456
2022-01-04 14:18:10,2022-01-04 14:19:43,IP Address,45.87.63.19,100,92,True,2022-01-04 14:19:43,R_2wcywELzOnS3uBY,,,,,39.01800537109375,-77.53900146484375,anonymous,EN,1,I wish to participate,,Person 1,Person 2,Person 1,Person 2,Person 1,Person 2,Person 1,Person 2,9,Very Interested,tardigrade,Male,26,White,In a relationship,Very Religious,Bachelor’s degree,,"$30,000-$39,999",Somewhat Positive,Somewhat Positive,Positive,Strong Democrat,Somewhat Conservative,,0,United States,"$50,000","$100,000",White,Black,Independent,Democrat,shy,shy,6/10,8/10,Vocational Training,Graduate Degree,medium,low,somewhat religious,very religious,"$100,000","$50,000",Black,Asian,Democrat,Republican,out-going,shy,10/10,6/10,Bachelor's College Degree,Vocational Training,medium,low,very religious,very religious,"$75,000","$25,000",White,Asian,Republican,Independent,out-going,out-going,10/10,8/10,Some College,Vocational Training,medium,low,somewhat religious,somewhat religious,"$100,000","$75,000",Asian,Asian,Democrat,Independent,shy,out-going,6/10,4/10,Some College,Vocational Training,high,medium,somewhat religious,very religious,"$50,000","$75,000",Black,Black,Independent,Independent,out-going,out-going,8/10,10/10,Bachelor's College Degree,Bachelor's College Degree,low,medium,somewhat religious,very religious,"$25,000","$25,000",Asian,White,Democrat,Democrat,shy,shy,6/10,8/10,Bachelor's College Degree,Vocational Training,high,high,somewhat religious,somewhat religious,"$75,000","$100,000",Hispanic,Asian,Democrat,Republican,out-going,out-going,4/10,8/10,Some College,Vocational Training,high,low,somewhat religious,somewhat religious,"$50,000","$75,000",White,White,Democrat,Republican,out-going,out-going,6/10,8/10,Bachelor's College Degree,Graduate Degree,low,medium,very religious,very religious,54267
2022-01-04 14:17:25,2022-01-04 14:20:17,IP Address,63.75.247.187,100,171,True,2022-01-04 14:20:18,R_1rNBMixhNCKtEyl,,,,,43.4322967529296875,-124.213104248046875,anonymous,EN,0.89999997615814208984375,I wish to participate,,Person 1,Person 1,Person 2,Person 1,Person 1,Person 1,Person 1,Person 1,9,Somewhat Interested,cat,Female,50,White,Married,Very Religious,Professional school degree,,"$20,000-$29,999",Positive,Somewhat Positive,Somewhat Positive,Strong Republican,Liberal,easy to work,0,United States,"$50,000","$75,000",White,Hispanic,Republican,Republican,shy,out-going,6/10,8/10,Vocational Training,Some College,high,low,somewhat religious,somewhat religious,"$75,000","$75,000",Asian,Asian,Republican,Republican,shy,out-going,10/10,6/10,Bachelor's College Degree,Graduate Degree,medium,low,non-religious,non-religious,"$50,000","$25,000",Black,Black,Democrat,Democrat,shy,shy,6/10,4/10,Bachelor's College Degree,Graduate Degree,medium,medium,very religious,non-religious,"$25,000","$100,000",Hispanic,White,Democrat,Independent,shy,out-going,4/10,6/10,Some College,Some College,low,low,somewhat religious,non-religious,"$100,000","$50,000",White,Hispanic,Independent,Republican,shy,out-going,4/10,8/10,Bachelor's College Degree,Some College,low,high,very religious,non-religious,"$25,000","$25,000",Hispanic,White,Democrat,Independent,out-going,out-going,6/10,10/10,Vocational Training,Vocational Training,medium,medium,non-religious,very religious,"$50,000","$50,000",White,Asian,Republican,Democrat,shy,shy,10/10,10/10,Graduate Degree,Graduate Degree,low,low,very religious,very religious,"$25,000","$25,000",White,White,Independent,Independent,out-going,out-going,8/10,6/10,Graduate Degree,Some College,high,medium,non-religious,somewhat religious,30322
2022-01-04 14:13:40,2022-01-04 14:20:22,IP Address,34.202.163.78,100,402,True,2022-01-04 14:20:23,R_6z17LOPGCnjTloR,,,,,39.046905517578125,-77.49030303955078125,anonymous,EN,0.699999988079071044921875,I wish to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,1,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04 14:10:48,2022-01-04 14:21:07,IP Address,47.217.128.65,100,619,True,2022-01-04 14:21:08,R_PvxOMx0XHhWUBMZ,,,,,35.7445068359375,-95.34510040283203125,anonymous,EN,0.89999997615814208984375,I wish to participate,,Person 2,Person 2,Person 2,Person 1,Person 2,Person 1,Person 1,Person 2,9,Very Interested,tardigrade,Male,39,White,In a relationship,Not Religious,High school diploma or equivalent,,"$0-$9,999",Neutral,Somewhat Positive,Negative,Lean Democrat,Somewhat Liberal,"Attractive, nice, not wealthy(I hate snobs), somewhat shy, has unique interests",0,United States,"$25,000","$75,000",Asian,Black,Democrat,Independent,out-going,shy,4/10,8/10,Vocational Training,Some College,low,high,non-religious,non-religious,"$100,000","$100,000",Asian,White,Republican,Republican,shy,out-going,4/10,4/10,Vocational Training,Bachelor's College Degree,low,medium,very religious,very religious,"$100,000","$25,000",White,White,Independent,Independent,shy,shy,4/10,8/10,Some College,Vocational Training,medium,high,very religious,very religious,"$100,000","$50,000",Hispanic,White,Independent,Independent,out-going,out-going,10/10,4/10,Bachelor's College Degree,Vocational Training,low,medium,somewhat religious,somewhat religious,"$100,000","$100,000",Hispanic,White,Republican,Democrat,out-going,out-going,4/10,6/10,Vocational Training,Graduate Degree,low,low,very religious,non-religious,"$50,000","$50,000",Black,White,Independent,Republican,out-going,shy,10/10,4/10,Some College,Vocational Training,low,low,very religious,non-religious,"$25,000","$50,000",Hispanic,Hispanic,Republican,Democrat,out-going,out-going,10/10,8/10,Graduate Degree,Vocational Training,medium,high,very religious,very religious,"$50,000","$25,000",Hispanic,Hispanic,Independent,Independent,out-going,shy,6/10,8/10,Vocational Training,Some College,low,low,very religious,somewhat religious,93521
